objectid_1,objectid,park_cat,tmk,park_type,park_name,main_dist,link_id,legal_acre,globalid,first_base,first_soft,first_foot,first_socc,first_rugb,first_bask,first_tenn,first_voll,first_teth,first_golf,first_comm,first_hiki,first_jogg,first_exer,first_skat,first_sk_1,first_outr,first_picn,first_camp,first_ca_1,first_chil,first_swim,first_gymn,first_indo,first_art_,first_blea,first_bus_,first_co_1,first_conc,first_drin,first_ex_1,first_hand,first_ha_1,first_hist,first_land,first_life,first_ligh,first_park,first_pay_,first_pi_1,first_rest,first_shad,first_show,landwatcon,staffed,phone,total_acre,total_sqft,total_room,maint_dist,neighborho,council,first_city,first_name,first_zip,first_pool,first_po_1,first_po_2,x,y
70,70,4,57005013,7,Waialee Beach Park (undeveloped),4,359,25.64999962,{2D2EEC4A-F0DA-4B89-ACBC-E7437DFACF89},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,25.65,1117314, ,4,0,0,Kahuku,58-211 Kamehameh,96731, , , ,1631975.44142162,189675.714493539
71,71,1,59001,14,Huelo Street,4,209,0.03,{961EFEB0-8C0C-46FF-848E-AADBCD1EA137},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,4,27,2,Haleiwa,Huelo Street,96712, , , ,1627278.11161317,185413.717935213
72,72,1,56006015,4,Kahuku District Park,4,336,15.85999966,{644933EA-4922-4B44-A69D-A97E9D2AA6BB},T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,T,F,F, ,Y,None,15.86,690862, ,4,28,2,Kahuku,56-170 Pualalea,96731, , , ,1657419.84568816,185047.637733575
73,73,1,59015011,7,Sunset Beach Support Park,4,383,2.05999994,{8B4ECE66-DFA6-4ABA-A4BC-C16E68DA0E12},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,2.06,89734, ,4,27,2,Haleiwa,59-104 Kamehameh,96712, , , ,1627121.78376041,184391.755459035
74,74,1,59002,14,Ke Nui Road A,4,210,0.12,{A37FF657-1D7D-4E31-8956-3E46839B0620},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.12,5227, ,4,27,2,Haleiwa,Ke Nui Road,96712, , , ,1625443.16185064,183298.955242151
75,75,1,59002,14,Ke Nui Road B,4,211,0.14,{84B472F1-B9B6-4197-809E-FD483F7AA6BA},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.14,6098, ,4,27,2,Haleiwa,Ke Nui Road,96712, , , ,1624973.75283074,182889.853285903
76,76,1,59019,14,Ke Nui Road D,4,217,0.04,{B4E3E34E-51C4-44AB-A82D-E0DE1F8E1E40},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.04,1742, ,4,27,2,Haleiwa,Ke Nui Road,96712, , , ,1624158.43379154,181950.738019796
77,77,1,59020,14,Ke Nui Road E,4,218,0.05,{E613FF09-423A-4EF9-B6BA-BA5EFCB1AB1F},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.05,2178, ,4,27,2,Haleiwa,Ke Nui Road,96712, , , ,1623706.7513113,181528.236041571
78,78,1,59020,14,Ke Nui Road G,4,220,0.03,{9865CC5F-90C5-406B-91B0-984204AD6653},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,4,27,2,Haleiwa,Ke Nui Road,96712, , , ,1622387.63943544,180221.946125587
79,79,4,59005015,7,Banzai Rock Beach Support Park (undevel),4,382,2.30999994,{CE4D5BB0-CD21-4D55-B7D7-0DA9A8879F92},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,2.31,100624, ,4,27,2,Haleiwa,66-134 Kamehameha Highway,96712, , , ,1621824.38570207,179258.677701949
80,80,1,59003000,14,Ke Waena Road,4,212,0.06,{D3252786-60A0-4FCB-8279-5C1BBFB63192},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.06,2614, ,4,27,2,Haleiwa,Ke Waena Road,96712, , , ,1621167.80914354,179089.600899034
81,81,1,59003,14,Ke Iki Road C,4,215,0.08,{9D4B28A5-C1C1-44D7-B420-65461274EA44},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.08,3485, ,4,27,2,Haleiwa,Ke Iki Road,96712, , , ,1620194.99697587,177708.504076603
82,82,1,59003,14,Ke Iki Road B,4,214,0.16,{31E11C29-5A07-471E-BBD1-D8D1BAA03DDD},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.16,6970, ,4,27,2,Haleiwa,Ke Iki Road,96712, , , ,1619845.80896999,177194.315432376
83,83,1,59003,14,Ke Iki Road A,4,213,0.1,{B37FAFEA-0CBE-45DB-9D1B-6D36863A9954},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.1,4356, ,4,27,2,Haleiwa,Ke Iki Road,96712, , , ,1619639.11496385,176601.851750567
84,84,1,66007007,7,Kaiaka Bay Beach Park,4,375,52.83000183,{33395D5C-5A7A-4978-B30A-1F554943BCA0},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,T,F,T,T,T, , ,None,52.83,2301275, ,4,0,0,Haleiwa,66-449 Haleiwa Road,96712, , , ,1601044.74537427,152487.990325327
85,85,1,14017027,16,Kupehau Slopes,2,104,6.86000013,{AB2F9B83-2D5D-4A40-A02D-58A2ED2248AA},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,6.86,298822, ,2,16,6,Honolulu,2759 Piliwai Str,96819, , , ,1688317.64790607,67976.2439346418
86,86,1,95012031,2,Melemanu Neighborhood Park,3,266,4.03999996,{F1C1B140-1509-4E22-809B-5C85C3F98CAB},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,4.04,175982, ,3,25,2,Mililani,95-040 Waikalani Drive,96789, , , ,1632644.47691836,107849.724857851
87,87,1,95001068,2,Kaomaaiku Neighborhood Park,3,366,12.38000011,{BD85A8CF-5753-4EA0-B7A8-EDB6D1536F39},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,12.38,539273, ,3,25,9,Mililani,95-1000 Makaunulau Street,96789, , , ,1640442.70208858,106898.019386159
88,88,1,84001008,12,Mauna Lahilahi Cultural Garden,3,362,14.30000019,{793526BD-4922-4AA2-8F78-792DF31E1B49},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F, , ,None,14.3,622908, ,3,0,0,Waianae,84-105-A Lahilahi Place,96792, , , ,1567977.09323634,106853.685137341
89,89,1,47010017,2,Laenani Neighborhood Park,4,98,1.37,{62A89A2C-0F57-4A43-BFF8-8D7F6F5D7179},F,F,F,F,F,T,F,T,T,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,F,F,T,T,T, , ,None,1.37,59677, ,4,29,2,Kaneohe,47-053 Laenani Drive,96744, , , ,1697455.63051285,106367.932834411
90,90,1,21010025,1,Fort Street Mall Mini Park,2,53,0.16,{D3E54E65-FB36-494C-A987-2F18244A8C04},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F, , ,None,0.16,6970, ,2,13,6,Honolulu,1199 Fort Street,96813, , , ,1688257.43583981,52448.3363340521
91,91,1,21003015,5,Dr. Sun Yat-Sen Memorial Park,2,369,0.40000001,{2193C2C2-89F0-40A5-A176-069DD64AB47A},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F, , ,None,0.4,17424, ,2,13,6,Honolulu,1120 Bethel Stre,96813, , , ,1687534.70894056,52387.7469534916
92,92,1,21018004,5,Queen Emma Square,2,2,0.56,{757C654B-6332-438B-A116-E3178A850FDB},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,F,T,F,F,T,F, , ,None,0.56,24394, ,2,13,6,Honolulu,1275 Queen Emma Street,96813, , , ,1689153.03472094,52183.4403363093
93,93,1,86001007,7,Lualualei Beach Park,3,22,17.75,{577FBAAD-5267-4553-B209-D856E824CE7F},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,T,T,T,T, , ,None,17.75,773190, ,3,0,0,Waianae,86-221 Farringto,96792, , , ,1576881.33050646,98223.226961457
94,94,1,33044023,1,Pukele Avenue Mini Park,1,64,0.60000002,{46E1FAF0-C9FD-446B-9E3D-49C28A3D314D},F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F, , ,None,0.6,26136, ,1,6,5,Honolulu,1415 Pukele Avenue,96816, , , ,1707476.97969465,44507.9814403725
95,95,1,23034033,5,Ala Wai Promenade,2,50,4.42999983,{26307C47-6700-4DA2-B4FE-9BFF7DA3FB43},F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F, , ,None,4.43,192971, ,2,0,0,Honolulu,1828 Kalakaua Av,96815, , , ,1695706.15328673,44317.2288457586
96,96,1,27036005,3,Ala Wai Community Park,1,49,13.97999954,{F7113286-152D-4573-8228-1806933155C7},T,T,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,F,F,T,F,F,T,F,T,F,F,F,T,T,T,T,T,T,F,F,T,F,T,T,T,T, , ,973-7266,13.98,608969, ,1,8,5,Honolulu,Kapiolani,96826, , , ,1698102.50133572,44029.1441615047
97,97,1,27015018,1,Date Street Mini Park,1,304,0.34,{D63C1BE3-1A8B-453C-9018-BA9A57D9D187},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,T,F, , ,None,0.34,14810, ,1,8,5,Honolulu,2458 Date Street,96826, , , ,1700393.29367474,44113.9919525904
98,98,1,38003032,7,Kuliouou Beach Park,1,69,3.23000002,{E093758C-704F-4357-871C-1DD6812008B4},F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,T,T, , ,None,3.23,140699, ,1,0,4,Honolulu,96 Bay Street,96821, , , ,1735548.17193621,42845.2776423169
99,99,1,37003010,2,Niu Valley Neighborhood Park,1,274,2.05999994,{4B230398-DFD4-48AD-826C-7D1B476F9D30},F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F, , ,None,2.06,89734, ,1,2,4,Honolulu,5510 Kanau Street,96821, , , ,1728494.49034825,42806.1997406664
100,100,1,27036001,2,Ala Wai Neighborhood Park,1,51,15.69999981,{30AB3013-E348-471C-90DE-79020CB62CAB},F,T,F,F,F,T,F,T,F,F,T,F,T,F,F,F,T,T,F,F,T,F,F,F,F,T,F,T,F,T,F,F,T,F,F,F,F,T,F,F,T,T,F, , ,949-6000,15.7,683892, ,1,8,5,Honolulu,500 University A,96826, , , ,1699930.8943446,42525.6354139338
101,101,1,35065005,16,Laukahi Slopes,1,234,3.33999991,{3F821F6C-0C9E-4307-8A8D-425B67EC7352},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,3.34,145490, ,1,2,4,Honolulu,1707 Laukahi Street,96821, , , ,1719873.26861721,42378.2983901782
102,102,1,53002031,7,Punaluu Beach Park,4,42,2.83999991,{E0772FB7-33B5-477F-B4AE-4F801FD6850C},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,T, , ,None,2.84,123710, ,4,0,2,Hauula,53-309 Kamehameh,96717, , , ,1680543.97545153,149027.503644275
103,103,1,91026027,7,Barbers Point Beach Park,3,154,7.38999987,{5257A602-2D64-4BD8-9F81-6CFB466A4A04},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,T,T,T,F, , ,None,7.39,321908, ,3,0,0,Ewa,91-021 Olai Stre,96707, , , ,1604991.22321576,47193.0303564036
104,104,1,17042002,4,Lanakila District Park,2,45,5.53999996,{D8ED1F10-03AC-4089-9C2E-46D10076EF89},T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,T,F,T,F,T,T,T,F,T,T,F, , ,832-7820,5.54,241322, ,2,14,0,Honolulu,1701 Lanakila Avenue,96817, , , ,1687575.24774202,57958.1612026761
105,105,1,41003016,7,Kaiona Beach Park,4,44,4.32999992,{B0F65838-C39A-49D3-8F67-409CBDDCDA01},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,F,T,F,F, , ,None,4.33,188615, ,4,0,0,Waimanalo,41-575 Kalanianaole Highway,96795, , , ,1747999.78127379,58097.1847813349
106,106,1,16001031,1,Kanoa Street Mini Park,2,255,0.38,{61DA90B4-0DF9-4F2E-A2DA-EF62E50BBBA6},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F, , ,None,0.38,16553, ,2,15,7,Honolulu,856 Kanoa Street,96817, , , ,1685664.07519418,57062.3951852055
107,107,1,41014005,7,Makapuu Beach Park,4,41,46.88000107,{72C82A33-3272-46E2-B39B-0FE6CC56C7FD},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,T,T,F,T,T,T,T,F,T, , ,None,46.88,2042093, ,4,0,0,Waimanalo,41-095 Kalaniana,96795, , , ,1756606.1582942,52058.5879899421
108,108,1,45029026,3,Kaneohe Community and Senior Center,4,103,2,{39D29DEA-AF6C-4104-B4FE-C40C97F7F47F},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,T,T,F,F,F,F,T,F,F,T,F,F, ,Y,233-7317,2,87120, ,4,30,0,Kaneohe,45-613 Puohala Street,96744, , , ,1710582.30271603,87118.492298075
109,109,1,45021001,3,Kaneohe Community Park,4,47,5.51000023,{4115A3F5-6E63-4D61-BB8A-CDCB4E9E7AC0},F,F,F,F,F,T,F,T,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,T,F,T,F,T,F,F,F,T,F,F,T,F,T,T,T,F,T,T,F, ,Y,233-7330,5.51,240016, ,4,30,3,Kaneohe,45-529 Keaahala Road,96744, , , ,1707454.4708163,90176.9760325846
110,110,1,44016020,14,Kaneohe Bay Drive A,4,137,0.02,{2B97BAEA-7ACB-446F-AB75-746844D73EF5},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.02,871, ,4,30,3,Kaneohe,Kaneohe Bay Drive,96744, , , ,1719065.27076903,89924.6713025239
111,111,1,45006001,7,Kaneohe Beach Park,4,87,1.04999995,{813A6616-A6BC-47B9-9D45-B46A9FFD3911},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,F,F, , ,None,1.05,45738, ,4,0,0,Kaneohe,45-015 Waikalua Road,96744, , , ,1713122.93040078,89465.9522436917
112,112,1,45030038,2,Puohala Neighborhood Park,4,174,3.93000007,{6180D1AE-361A-48BE-A66F-6DE49B7A223E},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,F, ,Y,None,3.93,171191, ,4,30,3,Kaneohe,45-233 Kulauli Street,96744, , , ,1711756.28999672,88399.4931064513
113,113,1,45078014,2,Kapunahala Neighborhood Park,4,171,3.86999989,{6ADF42DF-ED63-4B39-A0A4-3CE21F68A461},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,F, ,Y,233-7316,3.87,168577, ,4,30,3,Kaneohe,45-800 Anoi Road,96744, , , ,1707219.59245491,87459.4261279713
114,114,1,42016001,2,Kawai Nui Neighborhood Park,4,200,4.84000015,{C42F0E06-C133-4014-961F-BA8D6429A367},T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F, , ,None,4.84,21083, ,4,31,3,Kailua,750 Kaha Street,96734, , , ,1723657.17355637,86444.2826815022
115,115,1,39012001,6,Koko Head Regional Park,1,32,951.35998535,{49353ED8-C352-4896-9A82-9EB0491D5DB5},F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F, , ,None,951.36,41441242, ,1,0,0,Honolulu,400 Kealahou Street,96825, , , ,1748243.25876093,41451.2710466869
116,116,1,94108049,2,Kamaio Neighborhood Park,3,319,4.01000023,{298B4F4A-0CA8-46B0-B7F0-F227860E1129},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,4.01,174676, ,3,25,9,Mililani,94-250 Kamaio Street,96789, , , ,1632403.73365384,100467.232161055
117,117,1,94005041,4,Mililani District Park,3,284,21.22999954,{543B4C69-894C-48F7-9E7C-5273E21B6A90},T,F,T,T,F,F,T,F,F,F,F,F,F,T,F,F,F,T,F,F,T,F,T,T,F,T,F,F,F,F,T,T,T,F,F,F,T,T,T,F,T,F,F, ,Y,623-5258,21.23,924779, ,3,25,9,Mililani,94-1150 Lanikuhana Avenue,96789, , , ,1634128.32511484,99401.085232325
118,118,1,91030017,14,Pupu Place,3,205,0.005,{335140A9-0BF9-4DF9-B6C9-1C895187769C},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0,0, ,3,0,0,Ewa Beach,Makai end of Pupu Place,96706, , , ,1632960.4431313,50678.56517528
119,119,1,94010029,6,Waipahu Cultural Garden Park,3,241,48.88000107,{F674B27F-7711-49A8-B554-28A8797629D8},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,T,F,F,T,F,T,F,F,T,F,T,T,T,F, , ,677-0110,48.88,2129213, ,3,22,9,Waipahu,94-695 Waipahu S,96797, , , ,1635967.31472292,78628.3527201345
120,120,1,17023040,3,Kauluwela Community Park,2,25,2.44000006,{FD1C854D-1B92-4A61-871B-D67D5C976907},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,F, , ,522-7042,2.44,106286, ,2,15,6,Honolulu,402 Kauluwela Place,96817, , , ,1688126.88069598,55351.1015083827
121,121,1,17023033,11,Kauluwela Mall,2,237,0.40000001,{B2636C46-0B02-4774-BB07-D693A9BEB03B},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F, , ,None,0.4,17424, ,2,15,6,Honolulu,198 North Vineyard Boulevard,96813, , , ,1688486.72258945,54839.2860218468
122,122,1,17026008,3,Beretania Community Park,2,199,5.36000013,{624AB2F7-8955-42A3-96E2-03769BB25B75},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,T,F,T,T,T,F,T,T,F, ,Y,522-7022,5.36,233482, ,2,15,7,Honolulu,1290 Aala Street,96817, , , ,1687390.24859625,54626.6555862129
123,123,1,17026,11,College Walk Mall,2,365,1.58000004,{780AB139-1EB9-4962-97ED-38218D0B4E1A},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,T,T,F, , ,None,1.58,68825, ,2,15,7,Honolulu,from Beretania to Vineyard Bl,96817, , , ,1687733.05955353,54016.6901596231
124,124,1,83001001,7,Keaau Beach Park,3,88,38.04999924,{09C825CB-07D6-4D43-8AD9-BCBD31C94720},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,T,T,T, , ,None,38.05,1657458, ,3,0,0,Waianae,83-431 Farrington Highway,96792, , , ,1562252.75965915,116359.093710217
125,125,1,17026,11,River Street/Sun Yet Sen Mall,2,364,1.20000005,{DA352985-171B-4050-B0E0-0262347ACAF5},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F, , ,None,1.2,52272, ,2,13,0,Honolulu,College Walk to River Street,96817, , , ,1687839.83956317,53916.0127646784
126,126,1,17026017,11,Kila Kalikimaka Mall,2,265,0.16,{CA99FCAC-DCF8-4358-811B-26D159273388},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,0.16,6970, ,2,15,7,Honolulu,1260 College Walk,96817, , , ,1687581.56269779,54146.1128316162
127,127,1,91005004,7,Ewa Beach Park,3,93,4.88000011,{C55BF228-5043-45A2-81EE-92270430B63F},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,T,F, , ,None,4.88,212573, ,3,23,1,Ewa Beach,91-027 Fort Weaver Road,96706, , , ,1643210.64373074,53668.0159671551
128,128,1,17027002,5,Aala Park,2,3,6.69000006,{D5AB4B8A-7B5E-47BB-81B1-62A15DA973F1},F,F,F,F,F,T,F,F,F,F,F,F,T,F,T,T,F,T,F,F,T,F,F,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,T,T,T,T,F, , ,266-7611,6.69,291416, ,2,15,7,Honolulu,280 North King S,96817, , , ,1686982.45425342,53797.899516624
129,129,1,91023,14,Ewa Beach Road J,3,349,0.03,{D3EA0758-6660-4A69-9877-4F78CA42A57E},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,23,1,Ewa Beach,next to TMK 9-1-023:056 & 076,96706, , , ,1641960.61761062,53505.8888755373
130,130,1,21005001,2,Kamamalu Neighborhood Park,2,140,5.26999998,{374534EA-98E0-4FF5-9FAE-A9EDBAF17B6D},F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,F,F,T,T,F, , ,537-1596,5.27,229561, ,2,13,6,Honolulu,1440 Queen Emma Street,96813, , , ,1689892.63451093,53158.8255704058
131,131,1,35021001,2,Waialae Iki Neighborhood Park,1,145,9.85000038,{42CD9EAB-0195-4706-BD31-DF0F27DC0A22},F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,T,F, , ,None,9.85,429066, ,1,2,4,Honolulu,4838 Kalanianaole Highway,96821, , , ,1719082.63232056,40122.3726018879
132,132,1,26023081,5,Princess Kaiulani Triangle,1,221,0.12,{DCA644C0-9996-4EE2-843D-8B2C6DAE3C6A},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,0.12,5227, ,1,9,4,Honolulu,Kaiulani & Kuhio Avenues,96815, , , ,1700134.77569705,40266.1580440799
133,133,1,32045002,3,Petrie Community Park,1,73,4.82000017,{E06C2640-57B2-4FA8-991C-D461D04942B8},F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F, ,Y,733-7373,4.82,209959, ,1,4,4,Honolulu,1039 20th Avenue,96816, , , ,1711400.54107276,39685.6165006298
134,134,1,35022023,7,Wailupe Beach Park,1,139,1.19000006,{A5C43725-FCA7-4E71-8408-A659B30E6F5D},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,T,T,F,T,T,T, , ,None,1.19,51836, ,1,0,4,Honolulu,5045 Kalanianaole Highway,96821, , , ,1722067.24821308,39864.7304690799
